timestamp,mse_error,threshold,is_anomaly,lat,lon,alt
2026-04-24 10:31:35.056,0.691999,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:35.200,0.690608,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:35.358,0.685989,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:35.657,0.683262,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:35.896,0.679213,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:36.176,0.680127,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:36.405,0.682766,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:36.609,0.685013,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:36.865,0.681654,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:37.064,0.679078,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:37.393,0.676190,3.403265,0,47.397971,8.546164,2.340
2026-04-24 10:31:37.631,0.677458,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:38.187,0.680190,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:38.494,0.681807,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:38.846,0.682888,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:39.070,0.679765,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:39.292,0.678186,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:39.507,0.678078,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:39.697,0.676027,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:39.980,0.674917,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:40.201,0.674359,3.403265,0,47.397971,8.546164,2.339
2026-04-24 10:31:40.402,0.676161,3.403265,0,47.397971,8.546164,2.338
2026-04-24 10:31:40.599,0.677286,3.403265,0,47.397971,8.546164,2.338
2026-04-24 10:31:40.879,0.677574,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:41.149,0.678228,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:41.396,0.679851,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:41.629,0.681746,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:41.825,0.683128,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:41.985,0.683896,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:42.154,0.684702,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:42.495,0.684459,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:42.775,0.679993,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:43.072,0.677575,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:43.208,0.674681,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:43.391,0.672694,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:43.565,0.672189,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:43.780,0.671512,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:44.006,0.668691,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:44.207,0.666588,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:44.564,0.670153,3.403265,0,47.397971,8.546164,2.335
2026-04-24 10:31:44.779,0.670201,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:45.118,0.670860,3.403265,0,47.397971,8.546164,2.336
2026-04-24 10:31:45.420,0.673658,3.403265,0,47.397971,8.546164,2.337
2026-04-24 10:31:45.744,0.675755,3.403265,0,47.397971,8.546164,2.338
2026-04-24 10:31:46.065,0.676253,3.403265,0,47.397971,8.546164,2.343
2026-04-24 10:31:46.336,0.677655,3.403265,0,47.397971,8.546164,2.343
2026-04-24 10:31:46.518,0.676804,3.403265,0,47.397971,8.546164,2.343
2026-04-24 10:31:46.660,0.676458,3.403265,0,47.397971,8.546164,2.343
2026-04-24 10:31:46.902,0.679773,3.403265,0,47.397971,8.546164,2.347
2026-04-24 10:31:47.252,0.678895,3.403265,0,47.397971,8.546164,2.348
2026-04-24 10:31:47.415,0.679238,3.403265,0,47.397971,8.546164,2.348
2026-04-24 10:31:47.672,0.679629,3.403265,0,47.397971,8.546164,2.348
2026-04-24 10:31:47.863,0.680861,3.403265,0,47.397971,8.546164,2.348
2026-04-24 10:31:48.169,0.687143,3.403265,0,47.397971,8.546164,2.349
2026-04-24 10:31:48.433,0.688761,3.403265,0,47.397971,8.546164,2.349
2026-04-24 10:31:48.798,0.689027,3.403265,0,47.397971,8.546164,2.351
2026-04-24 10:31:48.994,0.688489,3.403265,0,47.397971,8.546164,2.351
2026-04-24 10:31:49.188,0.687737,3.403265,0,47.397971,8.546164,2.351
2026-04-24 10:31:49.410,0.688383,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:49.640,0.688955,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:50.026,0.686159,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:50.530,0.683751,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:50.813,0.681356,3.403265,0,47.397971,8.546164,2.354
2026-04-24 10:31:51.067,0.679282,3.403265,0,47.397971,8.546164,2.354
2026-04-24 10:31:51.309,0.686629,3.403265,0,47.397971,8.546164,2.354
2026-04-24 10:31:51.551,0.693341,3.403265,0,47.397971,8.546164,2.354
2026-04-24 10:31:51.686,0.694398,3.403265,0,47.397971,8.546164,2.356
2026-04-24 10:31:51.826,0.691573,3.403265,0,47.397971,8.546164,2.355
2026-04-24 10:31:52.094,0.690626,3.403265,0,47.397971,8.546164,2.355
2026-04-24 10:31:52.493,0.694470,3.403265,0,47.397971,8.546164,2.354
2026-04-24 10:31:52.670,0.695957,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:52.934,0.697617,3.403265,0,47.397971,8.546164,2.353
2026-04-24 10:31:53.099,0.694193,3.403265,0,47.397971,8.546164,2.358
2026-04-24 10:31:53.313,0.701505,3.403265,0,47.397971,8.546164,2.358
2026-04-24 10:31:53.509,0.699613,3.403265,0,47.397971,8.546164,2.359
2026-04-24 10:31:53.754,0.697619,3.403265,0,47.397971,8.546164,2.359
2026-04-24 10:31:53.887,0.696167,3.403265,0,47.397971,8.546164,2.359
2026-04-24 10:31:54.144,0.699300,3.403265,0,47.397971,8.546164,2.360
2026-04-24 10:31:54.396,0.702622,3.403265,0,47.397971,8.546164,2.362
2026-04-24 10:31:54.587,0.701391,3.403265,0,47.397971,8.546164,2.362
2026-04-24 10:31:54.831,0.700253,3.403265,0,47.397971,8.546164,2.363
2026-04-24 10:31:55.008,0.701649,3.403265,0,47.397971,8.546164,2.364
2026-04-24 10:31:55.258,0.703914,3.403265,0,47.397971,8.546164,2.364
2026-04-24 10:31:55.415,0.705168,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:55.641,0.702874,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:55.782,0.701816,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:55.979,0.704420,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:56.120,0.706516,3.403265,0,47.397971,8.546164,2.364
2026-04-24 10:31:56.331,0.702978,3.403265,0,47.397971,8.546164,2.364
2026-04-24 10:31:56.525,0.701879,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:56.683,0.704032,3.403265,0,47.397971,8.546164,2.365
2026-04-24 10:31:56.857,0.703520,3.403265,0,47.397971,8.546164,2.366
2026-04-24 10:31:56.987,0.702179,3.403265,0,47.397971,8.546164,2.366
2026-04-24 10:31:57.161,0.700803,3.403265,0,47.397971,8.546164,2.368
2026-04-24 10:31:57.284,0.702226,3.403265,0,47.397971,8.546164,2.368
2026-04-24 10:31:57.404,0.703712,3.403265,0,47.397971,8.546164,2.368
2026-04-24 10:31:57.650,0.706864,3.403265,0,47.397971,8.546164,2.370
2026-04-24 10:31:57.786,0.707783,3.403265,0,47.397971,8.546164,2.371
2026-04-24 10:31:58.005,0.707550,3.403265,0,47.397971,8.546164,2.375
2026-04-24 10:31:58.142,0.706282,3.403265,0,47.397971,8.546164,2.376
2026-04-24 10:31:58.450,0.705434,3.403265,0,47.397971,8.546164,2.376
2026-04-24 10:31:58.622,0.706098,3.403265,0,47.397971,8.546164,2.377
2026-04-24 10:31:58.768,0.707146,3.403265,0,47.397971,8.546164,2.377
2026-04-24 10:31:58.922,0.701339,3.403265,0,47.397971,8.546164,2.379
2026-04-24 10:31:59.109,0.703389,3.403265,0,47.397971,8.546164,2.381
2026-04-24 10:31:59.355,0.705427,3.403265,0,47.397971,8.546164,2.381
2026-04-24 10:31:59.506,0.719617,3.403265,0,47.397971,8.546164,2.382
2026-04-24 10:31:59.708,0.714337,3.403265,0,47.397971,8.546164,2.382
2026-04-24 10:31:59.856,0.710933,3.403265,0,47.397971,8.546164,2.382
2026-04-24 10:32:00.067,0.719778,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:00.197,0.720673,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:00.325,0.730080,3.403265,0,47.397971,8.546164,2.392
2026-04-24 10:32:00.462,0.733194,3.403265,0,47.397971,8.546164,2.392
2026-04-24 10:32:00.616,0.739968,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:00.757,0.742795,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:00.963,0.743782,3.403265,0,47.397971,8.546164,2.390
2026-04-24 10:32:01.244,0.745008,3.403265,0,47.397971,8.546164,2.390
2026-04-24 10:32:01.498,0.748890,3.403265,0,47.397971,8.546164,2.386
2026-04-24 10:32:01.716,0.748869,3.403265,0,47.397971,8.546164,2.385
2026-04-24 10:32:02.091,0.749676,3.403265,0,47.397971,8.546164,2.385
2026-04-24 10:32:02.299,0.736185,3.403265,0,47.397971,8.546164,2.384
2026-04-24 10:32:02.514,0.731461,3.403265,0,47.397971,8.546164,2.385
2026-04-24 10:32:02.775,0.731038,3.403265,0,47.397971,8.546164,2.389
2026-04-24 10:32:03.082,0.727432,3.403265,0,47.397971,8.546164,2.389
2026-04-24 10:32:03.218,0.725872,3.403265,0,47.397971,8.546164,2.389
2026-04-24 10:32:03.440,0.726690,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:03.656,0.728497,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:03.821,0.729284,3.403265,0,47.397971,8.546164,2.393
2026-04-24 10:32:04.024,0.733120,3.403265,0,47.397971,8.546164,2.396
2026-04-24 10:32:04.222,0.738012,3.403265,0,47.397971,8.546164,2.396
2026-04-24 10:32:04.351,0.723450,3.403265,0,47.397971,8.546164,2.401
2026-04-24 10:32:04.525,0.716497,3.403265,0,47.397971,8.546164,2.401
2026-04-24 10:32:04.757,0.720523,3.403265,0,47.397971,8.546164,2.405
2026-04-24 10:32:04.924,0.723745,3.403265,0,47.397971,8.546164,2.405
2026-04-24 10:32:05.181,0.727411,3.403265,0,47.397971,8.546164,2.405
2026-04-24 10:32:05.375,0.731162,3.403265,0,47.397971,8.546164,2.405
2026-04-24 10:32:05.592,0.728989,3.403265,0,47.397971,8.546164,2.408
2026-04-24 10:32:05.793,0.730558,3.403265,0,47.397971,8.546164,2.411
2026-04-24 10:32:05.984,0.732832,3.403265,0,47.397971,8.546164,2.411
2026-04-24 10:32:06.370,0.728287,3.403265,0,47.397971,8.546164,2.415
2026-04-24 10:32:06.513,0.737279,3.403265,0,47.397971,8.546164,2.417
2026-04-24 10:32:06.670,0.745416,3.403265,0,47.397971,8.546164,2.417
2026-04-24 10:32:06.993,0.751358,3.403265,0,47.397971,8.546164,2.418
2026-04-24 10:32:07.148,0.757534,3.403265,0,47.397971,8.546164,2.418
2026-04-24 10:32:07.356,0.762307,3.403265,0,47.397971,8.546164,2.418
2026-04-24 10:32:07.522,0.766914,3.403265,0,47.397971,8.546164,2.418
2026-04-24 10:32:07.667,0.772126,3.403265,0,47.397971,8.546164,2.420
2026-04-24 10:32:07.932,0.776178,3.403265,0,47.397971,8.546164,2.420
2026-04-24 10:32:08.180,0.778119,3.403265,0,47.397971,8.546164,2.421
2026-04-24 10:32:08.311,0.776685,3.403265,0,47.397971,8.546164,2.422
2026-04-24 10:32:08.462,0.777305,3.403265,0,47.397971,8.546164,2.422
2026-04-24 10:32:08.670,0.771901,3.403265,0,47.397971,8.546164,2.429
2026-04-24 10:32:08.943,0.770062,3.403265,0,47.397971,8.546164,2.429
2026-04-24 10:32:09.080,0.785441,3.403265,0,47.397971,8.546164,2.430
2026-04-24 10:32:09.328,0.795904,3.403265,0,47.397971,8.546164,2.430
2026-04-24 10:32:09.533,0.796421,3.403265,0,47.397971,8.546164,2.431
2026-04-24 10:32:09.659,0.797946,3.403265,0,47.397971,8.546164,2.430
2026-04-24 10:32:09.903,0.801694,3.403265,0,47.397971,8.546164,2.430
2026-04-24 10:32:10.110,0.808316,3.403265,0,47.397971,8.546164,2.430
2026-04-24 10:32:10.334,0.817986,3.403265,0,47.397971,8.546164,2.432
2026-04-24 10:32:10.469,0.826391,3.403265,0,47.397971,8.546164,2.432
2026-04-24 10:32:10.691,0.833329,3.403265,0,47.397971,8.546164,2.432
2026-04-24 10:32:10.857,0.839176,3.403265,0,47.397971,8.546164,2.432
2026-04-24 10:32:11.088,0.843744,3.403265,0,47.397971,8.546164,2.426
2026-04-24 10:32:11.252,0.836340,3.403265,0,47.397971,8.546164,2.424
2026-04-24 10:32:11.375,0.833038,3.403265,0,47.397971,8.546164,2.424
2026-04-24 10:32:11.553,0.831354,3.403265,0,47.397971,8.546164,2.424
2026-04-24 10:32:11.673,0.829748,3.403265,0,47.397971,8.546164,2.423
2026-04-24 10:32:11.810,0.829265,3.403265,0,47.397971,8.546164,2.423
2026-04-24 10:32:12.216,0.828095,3.403265,0,47.397971,8.546164,2.423
2026-04-24 10:32:12.441,0.832255,3.403265,0,47.397971,8.546164,2.422
2026-04-24 10:32:12.659,0.833682,3.403265,0,47.397971,8.546164,2.422
2026-04-24 10:32:12.790,0.834436,3.403265,0,47.397971,8.546164,2.421
2026-04-24 10:32:13.129,0.838804,3.403265,0,47.397971,8.546164,2.421
2026-04-24 10:32:13.270,0.838102,3.403265,0,47.397971,8.546164,2.416
2026-04-24 10:32:13.412,0.835815,3.403265,0,47.397971,8.546164,2.416
2026-04-24 10:32:13.639,0.833613,3.403265,0,47.397971,8.546164,2.416
2026-04-24 10:32:13.843,0.831190,3.403265,0,47.397971,8.546164,2.416
2026-04-24 10:32:14.008,0.832194,3.403265,0,47.397971,8.546164,2.410
