timestamp_unix_s,timestamp_iso,scenario,run_id,lat_deg,lon_deg,abs_alt_m,rel_alt_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,battery_remaining_pct,battery_voltage_v,true_lat_deg,true_lon_deg,label,attack_elapsed_s
1776905945.731043,2026-04-23T00:59:05.731043,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905945.8330755,2026-04-23T00:59:05.833076,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905945.9451785,2026-04-23T00:59:05.945178,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905946.0460095,2026-04-23T00:59:06.046010,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905946.1537912,2026-04-23T00:59:06.153791,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905946.2558613,2026-04-23T00:59:06.255861,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776905946.364329,2026-04-23T00:59:06.364329,out_back_fast_10s,1,,,,,,,,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,,,normal,0.0
1776905946.468746,2026-04-23T00:59:06.468746,out_back_fast_10s,1,,,,,,,,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,,,normal,0.0
1776905946.5720942,2026-04-23T00:59:06.572094,out_back_fast_10s,1,,,,,,,,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,,,normal,0.0
1776905946.6787026,2026-04-23T00:59:06.678703,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,47.3979704,8.5461645,normal,0.0
1776905946.7873838,2026-04-23T00:59:06.787384,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,47.3979704,8.5461645,normal,0.0
1776905946.888274,2026-04-23T00:59:06.888274,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,47.3979704,8.5461645,normal,0.0
1776905946.998906,2026-04-23T00:59:06.998906,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0882773473858833,0.0411733239889144,-9.75611686706543,-0.000176110130269,-0.0003065055352635,-0.0024508694186806,,,47.3979704,8.5461645,normal,0.0
1776905947.1057613,2026-04-23T00:59:07.105761,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
1776905947.2187755,2026-04-23T00:59:07.218776,out_back_fast_10s,1,47.3979704,8.5461645,-0.0230000019073486,-0.135000005364418,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
1776905947.3218188,2026-04-23T00:59:07.321819,out_back_fast_10s,1,47.3979704,8.5461645,-0.0200000014156103,-0.1319999992847442,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
1776905947.4315012,2026-04-23T00:59:07.431501,out_back_fast_10s,1,47.3979704,8.5461645,-0.0200000014156103,-0.1319999992847442,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
1776905947.533692,2026-04-23T00:59:07.533692,out_back_fast_10s,1,47.3979704,8.5461645,-0.0200000014156103,-0.1319999992847442,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
1776905947.6348455,2026-04-23T00:59:07.634846,out_back_fast_10s,1,47.3979704,8.5461645,-0.0200000014156103,-0.1319999992847442,0.0099999997764825,-0.0099999997764825,0.1400000005960464,-0.0824281796813011,0.041221372783184,-9.756237030029297,-0.0015109837986528,8.100032573565841e-05,-0.0024337610229849,,,47.3979704,8.5461645,normal,0.0
