timestamp_unix_s,timestamp_iso,scenario,run_id,lat_deg,lon_deg,abs_alt_m,rel_alt_m,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,battery_remaining_pct,battery_voltage_v,true_lat_deg,true_lon_deg,label,attack_elapsed_s
1772699777.9244432,2026-03-05T08:36:17.924443,hover,1,,,,,,,,,,,,,,,normal,0.0
1772699778.0279458,2026-03-05T08:36:18.027946,hover,1,,,,,,,,,,,,,,,normal,0.0
1772699778.129147,2026-03-05T08:36:18.129147,hover,1,,,,,,,,,,,,,,,normal,0.0
1772699778.2302554,2026-03-05T08:36:18.230255,hover,1,,,,,,,,,,,,,,,normal,0.0
1772699778.3463166,2026-03-05T08:36:18.346317,hover,1,47.3979711,8.5461638,0.3580000102519989,0.1220000088214874,0.0007140100933611,0.0083332108333706,-9.764616012573242,0.0009075023699551,0.0001546218409202,0.0003761097032111,,,47.3979711,8.5461638,normal,0.0
1772699778.44801,2026-03-05T08:36:18.448010,hover,1,47.3979711,8.5461638,0.3580000102519989,0.1220000088214874,0.0007140100933611,0.0083332108333706,-9.764616012573242,0.0009075023699551,0.0001546218409202,0.0003761097032111,,,47.3979711,8.5461638,normal,0.0
1772699778.5500002,2026-03-05T08:36:18.550000,hover,1,47.3979711,8.5461638,0.3650000095367431,0.1300000101327896,0.0016347082564607,-0.0064027504995465,-9.76193141937256,-0.0008367857080884,0.0006933528347872,-0.0004323269240558,,,47.3979711,8.5461638,normal,0.0
1772699778.6527388,2026-03-05T08:36:18.652739,hover,1,47.3979711,8.5461638,0.3650000095367431,0.1300000101327896,0.0016347082564607,-0.0064027504995465,-9.76193141937256,-0.0008367857080884,0.0006933528347872,-0.0004323269240558,,,47.3979711,8.5461638,normal,0.0
1772699778.7546494,2026-03-05T08:36:18.754649,hover,1,47.3979711,8.5461638,0.3650000095367431,0.1300000101327896,0.0016347082564607,-0.0064027504995465,-9.76193141937256,-0.0008367857080884,0.0006933528347872,-0.0004323269240558,,,47.3979711,8.5461638,normal,0.0
1772699778.8575935,2026-03-05T08:36:18.857594,hover,1,47.3979711,8.5461638,0.3700000047683716,0.1340000033378601,-0.0009369127219542,0.0060351425781846,-9.761301040649414,0.0002941135608125,0.0005365576362237,0.0002143409801647,,,47.3979711,8.5461638,normal,0.0
1772699778.9683087,2026-03-05T08:36:18.968309,hover,1,47.3979711,8.5461638,0.3730000257492065,0.1370000094175338,-0.0006133969873189,-0.0084692044183611,-9.758790969848633,-8.053768397076055e-05,-0.0008061346597969,0.0004115054034627,,,47.3979711,8.5461638,normal,0.0
1772699779.0693853,2026-03-05T08:36:19.069385,hover,1,47.3979711,8.5461638,0.3730000257492065,0.1370000094175338,-0.0006133969873189,-0.0084692044183611,-9.758790969848633,-8.053768397076055e-05,-0.0008061346597969,0.0004115054034627,,,47.3979711,8.5461638,normal,0.0
1772699779.1737833,2026-03-05T08:36:19.173783,hover,1,47.3979711,8.5461638,0.3730000257492065,0.1370000094175338,-0.0006133969873189,-0.0084692044183611,-9.758790969848633,-8.053768397076055e-05,-0.0008061346597969,0.0004115054034627,,,47.3979711,8.5461638,normal,0.0
1772699779.276387,2026-03-05T08:36:19.276387,hover,1,47.3979711,8.5461638,0.3750000298023224,0.1400000005960464,-0.0095821870490908,0.0019381121965125,-9.766923904418944,-0.0011581776197999,0.0003721540269907,-7.737975829513744e-05,,,47.3979711,8.5461638,normal,0.0
1772699779.3791916,2026-03-05T08:36:19.379192,hover,1,47.3979711,8.5461638,0.3750000298023224,0.1400000005960464,-0.0095821870490908,0.0019381121965125,-9.766923904418944,-0.0011581776197999,0.0003721540269907,-7.737975829513744e-05,,,47.3979711,8.5461638,normal,0.0
1772699779.481709,2026-03-05T08:36:19.481709,hover,1,47.3979711,8.5461638,0.3750000298023224,0.1400000005960464,-0.0095821870490908,0.0019381121965125,-9.766923904418944,-0.0011581776197999,0.0003721540269907,-7.737975829513744e-05,,,47.3979711,8.5461638,normal,0.0
1772699779.610011,2026-03-05T08:36:19.610011,hover,1,47.3979711,8.5461638,0.3800000250339508,0.1440000087022781,-0.0023036408238112,0.0020610061474144,-9.768802642822266,-0.0006460984586738,-8.63673776620999e-05,-0.0006776101072318,,,47.3979711,8.5461638,normal,0.0
1772699779.7108912,2026-03-05T08:36:19.710891,hover,1,47.3979711,8.5461638,0.3800000250339508,0.1440000087022781,-0.0023036408238112,0.0020610061474144,-9.768802642822266,-0.0006460984586738,-8.63673776620999e-05,-0.0006776101072318,,,47.3979711,8.5461638,normal,0.0
1772699779.8121796,2026-03-05T08:36:19.812180,hover,1,47.3979711,8.5461638,0.3800000250339508,0.1440000087022781,-0.0023036408238112,0.0020610061474144,-9.768802642822266,-0.0006460984586738,-8.63673776620999e-05,-0.0006776101072318,,,47.3979711,8.5461638,normal,0.0
1772699779.9174497,2026-03-05T08:36:19.917449,hover,1,47.3979711,8.5461638,0.3800000250339508,0.1440000087022781,-0.0023036408238112,0.0020610061474144,-9.768802642822266,-0.0006460984586738,-8.63673776620999e-05,-0.0006776101072318,,,47.3979711,8.5461638,normal,0.0
1772699780.021172,2026-03-05T08:36:20.021172,hover,1,47.3979711,8.5461638,0.3820000290870666,0.1460000127553939,0.0084524918347597,-5.6374119594693184e-05,-9.75673484802246,0.0014110216870903,-0.0005696698208339,0.0004610106407199,,,47.3979711,8.5461638,normal,0.0
1772699780.1530602,2026-03-05T08:36:20.153060,hover,1,47.3979711,8.5461638,0.3820000290870666,0.1460000127553939,0.0084524918347597,-5.6374119594693184e-05,-9.75673484802246,0.0014110216870903,-0.0005696698208339,0.0004610106407199,,,47.3979711,8.5461638,normal,0.0
1772699780.2569032,2026-03-05T08:36:20.256903,hover,1,47.3979711,8.5461638,0.3820000290870666,0.1460000127553939,0.0084524918347597,-5.6374119594693184e-05,-9.75673484802246,0.0014110216870903,-0.0005696698208339,0.0004610106407199,,,47.3979711,8.5461638,normal,0.0
1772699780.3585358,2026-03-05T08:36:20.358536,hover,1,47.3979711,8.5461638,0.3820000290870666,0.1460000127553939,0.0084524918347597,-5.6374119594693184e-05,-9.75673484802246,0.0014110216870903,-0.0005696698208339,0.0004610106407199,,,47.3979711,8.5461638,normal,0.0
1772699780.4599354,2026-03-05T08:36:20.459935,hover,1,47.3979711,8.5461638,0.3840000033378601,0.1480000019073486,-0.0085033243522048,0.0029728128574788,-9.76224136352539,-0.0005275203147903,-0.0012717568315565,-0.0012919253204017,,,47.3979711,8.5461638,normal,0.0
1772699780.5640724,2026-03-05T08:36:20.564072,hover,1,47.3979711,8.5461638,0.387000024318695,0.1510000079870224,-0.0041009751148521,-0.0002322711516171,-9.762669563293455,0.0016531983856111,0.0001811799884308,0.0003173118457198,,,47.3979711,8.5461638,normal,0.0
1772699780.6710966,2026-03-05T08:36:20.671097,hover,1,47.3979711,8.5461638,0.387000024318695,0.1510000079870224,-0.0041009751148521,-0.0002322711516171,-9.762669563293455,0.0016531983856111,0.0001811799884308,0.0003173118457198,,,47.3979711,8.5461638,normal,0.0
1772699780.7733655,2026-03-05T08:36:20.773365,hover,1,47.3979711,8.5461638,0.387000024318695,0.1510000079870224,-0.0041009751148521,-0.0002322711516171,-9.762669563293455,0.0016531983856111,0.0001811799884308,0.0003173118457198,100.0,16.200000762939453,47.3979711,8.5461638,normal,0.0
1772699780.877346,2026-03-05T08:36:20.877346,hover,1,47.3979711,8.5461638,0.3880000114440918,0.1520000100135803,-0.0004100775113329,0.0060191829688847,-9.76551628112793,5.2636274631368e-05,-0.0014154354576021,-9.919624426402152e-05,100.0,16.200000762939453,47.3979711,8.5461638,normal,0.0
1772699780.9807043,2026-03-05T08:36:20.980705,hover,1,47.3979711,8.5461638,0.3880000114440918,0.1520000100135803,-0.0004100775113329,0.0060191829688847,-9.76551628112793,5.2636274631368e-05,-0.0014154354576021,-9.919624426402152e-05,100.0,16.200000762939453,47.3979711,8.5461638,normal,0.0
1772699781.0819812,2026-03-05T08:36:21.081981,hover,1,47.3979711,8.5461638,0.3880000114440918,0.1520000100135803,-0.0004100775113329,0.0060191829688847,-9.76551628112793,5.2636274631368e-05,-0.0014154354576021,-9.919624426402152e-05,100.0,16.200000762939453,47.3979711,8.5461638,normal,0.0
1772699781.1834185,2026-03-05T08:36:21.183419,hover,1,47.3979711,8.5461639,0.3880000114440918,0.1520000100135803,-0.0012327916920185,0.001963029615581,-9.75996208190918,-1.6313126252498478e-05,-0.0007320993463508,3.774139622692019e-05,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.2900288,2026-03-05T08:36:21.290029,hover,1,47.3979711,8.5461639,0.3890000283718109,0.1540000140666961,-0.0041065518744289,0.0006010212237015,-9.759807586669922,-0.0006245341501198,0.0004859397304244,0.0002166625781683,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.399162,2026-03-05T08:36:21.399162,hover,1,47.3979711,8.5461639,0.3890000283718109,0.1540000140666961,-0.0041065518744289,0.0006010212237015,-9.759807586669922,-0.0006245341501198,0.0004859397304244,0.0002166625781683,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.5030391,2026-03-05T08:36:21.503039,hover,1,47.3979711,8.5461639,0.3890000283718109,0.1540000140666961,-0.0041065518744289,0.0006010212237015,-9.759807586669922,-0.0006245341501198,0.0004859397304244,0.0002166625781683,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.611004,2026-03-05T08:36:21.611004,hover,1,47.3979711,8.5461639,0.3890000283718109,0.1540000140666961,-0.0041065518744289,0.0006010212237015,-9.759807586669922,-0.0006245341501198,0.0004859397304244,0.0002166625781683,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.713638,2026-03-05T08:36:21.713638,hover,1,47.3979711,8.5461639,0.3910000324249267,0.1550000011920929,-0.0083163706585764,0.0026248113717883,-9.755287170410156,0.0003808353212662,0.0002101663703797,-0.000189518177649,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.8215826,2026-03-05T08:36:21.821583,hover,1,47.3979711,8.5461639,0.3920000195503235,0.1560000032186508,-0.0112753761932253,-0.0005048717139288,-9.763694763183594,2.370292531850282e-05,-0.0009855123935267,0.000263069756329,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699781.923886,2026-03-05T08:36:21.923886,hover,1,47.3979711,8.5461639,0.3920000195503235,0.1560000032186508,-0.0112753761932253,-0.0005048717139288,-9.763694763183594,2.370292531850282e-05,-0.0009855123935267,0.000263069756329,100.0,16.200000762939453,47.3979711,8.5461639,normal,0.0
1772699782.026429,2026-03-05T08:36:22.026429,hover,1,47.397971,8.5461639,0.3930000066757202,0.1570000052452087,-0.0056035397574305,0.0076893689110875,-9.757561683654783,-0.0004233188519719,-0.0011520308908075,0.0004347106441855,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.1298828,2026-03-05T08:36:22.129883,hover,1,47.397971,8.5461639,0.3930000066757202,0.1570000052452087,-0.0056035397574305,0.0076893689110875,-9.757561683654783,-0.0004233188519719,-0.0011520308908075,0.0004347106441855,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.253469,2026-03-05T08:36:22.253469,hover,1,47.397971,8.5461639,0.3940000236034393,0.1580000072717666,-0.0021304641850292,0.005686305463314,-9.764730453491213,-2.116459290846251e-05,-0.0005148670170456,-0.0003366608871147,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.3583226,2026-03-05T08:36:22.358323,hover,1,47.397971,8.5461639,0.3970000147819519,0.1620000004768371,-0.0060626054182648,-0.0035583367571234,-9.765893936157228,0.0001582561235409,6.532961560878903e-05,0.0006525598582811,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.4599392,2026-03-05T08:36:22.459939,hover,1,47.397971,8.5461639,0.3970000147819519,0.1620000004768371,-0.0060626054182648,-0.0035583367571234,-9.765893936157228,0.0001582561235409,6.532961560878903e-05,0.0006525598582811,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.5609958,2026-03-05T08:36:22.560996,hover,1,47.397971,8.5461639,0.3970000147819519,0.1620000004768371,-0.0060626054182648,-0.0035583367571234,-9.765893936157228,0.0001582561235409,6.532961560878903e-05,0.0006525598582811,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.6632636,2026-03-05T08:36:22.663264,hover,1,47.397971,8.5461639,0.3990000188350677,0.163000002503395,-0.0011868503643199,0.0059158350341022,-9.761796951293944,0.0001732838718453,2.5401008315384388e-05,-0.0001573251647641,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.7650344,2026-03-05T08:36:22.765034,hover,1,47.397971,8.5461639,0.3990000188350677,0.163000002503395,-0.0011868503643199,0.0059158350341022,-9.761796951293944,0.0001732838718453,2.5401008315384388e-05,-0.0001573251647641,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.867425,2026-03-05T08:36:22.867425,hover,1,47.397971,8.5461639,0.3990000188350677,0.163000002503395,-0.0011868503643199,0.0059158350341022,-9.761796951293944,0.0001732838718453,2.5401008315384388e-05,-0.0001573251647641,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699782.984681,2026-03-05T08:36:22.984681,hover,1,47.397971,8.5461639,0.4000000059604645,0.164000004529953,-0.0076033687219023,0.0066960868425667,-9.762248039245604,0.0004055972385685,0.0001540756202302,-0.0001319537550443,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699783.0879235,2026-03-05T08:36:23.087924,hover,1,47.397971,8.5461639,0.4000000059604645,0.164000004529953,-0.0076033687219023,0.0066960868425667,-9.762248039245604,0.0004055972385685,0.0001540756202302,-0.0001319537550443,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699783.1907349,2026-03-05T08:36:23.190735,hover,1,47.397971,8.5461639,0.4000000059604645,0.164000004529953,-0.0076033687219023,0.0066960868425667,-9.762248039245604,0.0004055972385685,0.0001540756202302,-0.0001319537550443,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699783.29697,2026-03-05T08:36:23.296970,hover,1,47.397971,8.5461639,0.4020000100135803,0.1660000085830688,-0.003847723826766,-0.0001113695325329,-9.758606910705566,0.000966080056969,0.0004398734308779,-0.000128810192109,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699783.3990016,2026-03-05T08:36:23.399002,hover,1,47.397971,8.5461639,0.4020000100135803,0.1660000085830688,-0.003847723826766,-0.0001113695325329,-9.758606910705566,0.000966080056969,0.0004398734308779,-0.000128810192109,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
1772699783.500091,2026-03-05T08:36:23.500091,hover,1,47.397971,8.5461639,0.4020000100135803,0.1660000085830688,-0.003847723826766,-0.0001113695325329,-9.758606910705566,0.000966080056969,0.0004398734308779,-0.000128810192109,100.0,16.200000762939453,47.397971,8.5461639,normal,0.0
