timestamp_unix_s,timestamp_iso,scenario,run_id,label,attack_elapsed_s,true_lat_deg,true_lon_deg,lat_deg,lon_deg,abs_alt_m,rel_alt_m,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,battery_remaining_pct,battery_voltage_v
1772706952.06332,2026-03-05T10:35:52.063320,spoof_fast,01,normal,0.0,,,,,,,,,,,,,,
1772706952.1669967,2026-03-05T10:35:52.166997,spoof_fast,01,normal,0.0,,,,,,,,,,,,,,
1772706952.2682385,2026-03-05T10:35:52.268239,spoof_fast,01,normal,0.0,,,,,,,,,,,,,,
1772706952.3700883,2026-03-05T10:35:52.370088,spoof_fast,01,normal,0.0,,,,,,,,,,,,,,
1772706952.4802454,2026-03-05T10:35:52.480245,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.2550000250339508,0.04400000348687172,0.0012539683375507593,0.0015574493445456028,-9.677289962768555,0.0005556556861847639,-5.2314368076622486e-05,0.000718733062967658,,
1772706952.5843463,2026-03-05T10:35:52.584346,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.25600001215934753,0.04500000178813934,-0.0021049287170171738,-0.0018403937574476004,-9.667915344238281,-0.0003986884548794478,0.00021962454775348306,-0.0007718021515756845,100.0,16.200000762939453
1772706952.6953537,2026-03-05T10:35:52.695354,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.25600001215934753,0.046000003814697266,-0.003622020361945033,-0.0011701816692948341,-9.672077178955078,-0.00030152974068187177,-0.0004596459912136197,-0.0002506737655494362,100.0,16.200000762939453
1772706952.799103,2026-03-05T10:35:52.799103,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.25600001215934753,0.046000003814697266,-0.003622020361945033,-0.0011701816692948341,-9.672077178955078,-0.00030152974068187177,-0.0004596459912136197,-0.0002506737655494362,100.0,16.200000762939453
1772706952.905281,2026-03-05T10:35:52.905281,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.25699999928474426,0.046000003814697266,0.0007868001703172922,0.004438579548150301,-9.675369262695312,-0.00014009169535711408,-0.00025209898012690246,0.0009081515017896891,100.0,16.200000762939453
1772706953.0066748,2026-03-05T10:35:53.006675,spoof_fast,01,normal,0.0,47.397970799999996,8.5461648,47.397970799999996,8.5461648,0.25699999928474426,0.046000003814697266,0.0007868001703172922,0.004438579548150301,-9.675369262695312,-0.00014009169535711408,-0.00025209898012690246,0.0009081515017896891,100.0,16.200000762939453
