timestamp_unix_s,timestamp_iso,scenario,run_id,lat_deg,lon_deg,abs_alt_m,rel_alt_m,vel_n_m_s,vel_e_m_s,vel_d_m_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,battery_remaining_pct,battery_voltage_v,true_lat_deg,true_lon_deg,label,attack_elapsed_s
1776910798.4635658,2026-04-23T02:19:58.463566,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776910798.5657983,2026-04-23T02:19:58.565798,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776910798.7786849,2026-04-23T02:19:58.778685,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776910798.8797894,2026-04-23T02:19:58.879789,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776910798.9832995,2026-04-23T02:19:58.983299,out_back_fast_10s,1,,,,,,,,,,,,,,,,,,normal,0.0
1776910799.0897548,2026-04-23T02:19:59.089755,out_back_fast_10s,1,,,,,,,,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,,,,,normal,0.0
1776910799.1924088,2026-04-23T02:19:59.192409,out_back_fast_10s,1,,,,,,,,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,,,,,normal,0.0
1776910799.2956245,2026-04-23T02:19:59.295624,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,,,47.3979705,8.546165,normal,0.0
1776910799.4026573,2026-04-23T02:19:59.402657,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,,,47.3979705,8.546165,normal,0.0
1776910799.514518,2026-04-23T02:19:59.514518,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910799.6173916,2026-04-23T02:19:59.617392,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910799.719159,2026-04-23T02:19:59.719159,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0792636051774025,0.0379621870815753,-9.78319263458252,-0.0001204996660817,-0.000611065654084,0.0003200061328243,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910799.822566,2026-04-23T02:19:59.822566,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0,0.0099999997764825,-0.0499999970197677,-0.0886823013424873,0.0373114235699176,-9.786717414855955,-0.0005819938960485,0.0002379111538175,0.0011479154927656,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910799.9247203,2026-04-23T02:19:59.924721,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0886823013424873,0.0373114235699176,-9.786717414855955,-0.0005819938960485,0.0002379111538175,0.0011479154927656,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.0276437,2026-04-23T02:20:00.027644,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0886823013424873,0.0373114235699176,-9.786717414855955,-0.0005819938960485,0.0002379111538175,0.0011479154927656,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.1295643,2026-04-23T02:20:00.129565,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0886823013424873,0.0373114235699176,-9.786717414855955,-0.0005819938960485,0.0002379111538175,0.0011479154927656,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.2337337,2026-04-23T02:20:00.233734,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0886823013424873,0.0373114235699176,-9.786717414855955,-0.0005819938960485,0.0002379111538175,0.0011479154927656,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.3381891,2026-04-23T02:20:00.338189,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0772627368569374,0.0405381321907043,-9.775168418884276,-0.0005122968577779,-0.000416747527197,1.1827614798676225e-06,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.4394782,2026-04-23T02:20:00.439478,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0772627368569374,0.0405381321907043,-9.775168418884276,-0.0005122968577779,-0.000416747527197,1.1827614798676225e-06,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.5520422,2026-04-23T02:20:00.552042,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0772627368569374,0.0405381321907043,-9.775168418884276,-0.0005122968577779,-0.000416747527197,1.1827614798676225e-06,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.6630294,2026-04-23T02:20:00.663029,out_back_fast_10s,1,47.3979705,8.546165,0.3290000259876251,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0499999970197677,-0.0772627368569374,0.0405381321907043,-9.775168418884276,-0.0005122968577779,-0.000416747527197,1.1827614798676225e-06,100.0,16.200000762939453,47.3979705,8.546165,normal,0.0
1776910800.767171,2026-04-23T02:20:00.767171,out_back_fast_10s,1,47.3979705,8.5461651,0.328000009059906,0.2120000123977661,0.0099999997764825,0.0099999997764825,-0.0399999991059303,-0.0772627368569374,0.0405381321907043,-9.775168418884276,-0.0005122968577779,-0.000416747527197,1.1827614798676225e-06,100.0,16.200000762939453,47.3979705,8.5461651,normal,0.0
