timestamp_unix_s,timestamp_iso,lat_deg,lon_deg,abs_alt_m,rel_alt_m,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,battery_remaining_pct,battery_voltage_v
1772247417.7437851,2026-02-28T02:56:57.743785,,,,,,,,,,,,
1772247417.8604186,2026-02-28T02:56:57.860419,,,,,,,,,,,,
1772247417.96252,2026-02-28T02:56:57.962520,47.3979711,8.5461641,0.3140000104904175,-0.012000000104308128,0.004554986022412777,0.007722954731434584,-9.710464477539062,-0.00016208602755796164,0.0003911028034053743,0.0005803107051178813,,
1772247418.0676901,2026-02-28T02:56:58.067690,47.3979711,8.5461641,0.3110000193119049,-0.015000000596046448,0.0024795453064143658,0.010445987805724144,-9.710586547851562,-0.00042352647869847715,-0.0008297203457914293,-0.0010897093452513218,,
1772247418.1733735,2026-02-28T02:56:58.173373,47.3979711,8.5461641,0.3110000193119049,-0.015000000596046448,0.0024795453064143658,0.010445987805724144,-9.710586547851562,-0.00042352647869847715,-0.0008297203457914293,-0.0010897093452513218,,
1772247418.2748582,2026-02-28T02:56:58.274858,47.3979711,8.5461641,0.3100000023841858,-0.01600000075995922,-0.006235706619918346,0.007286442909389734,-9.706609725952148,-0.000376051728380844,0.0007822453044354916,-0.0005986466421745718,,
1772247418.3762321,2026-02-28T02:56:58.376232,47.3979711,8.5461641,0.3100000023841858,-0.01600000075995922,-0.006235706619918346,0.007286442909389734,-9.706609725952148,-0.000376051728380844,0.0007822453044354916,-0.0005986466421745718,,
1772247418.477795,2026-02-28T02:56:58.477795,47.3979711,8.5461641,0.30900001525878906,-0.01600000075995922,-0.00046290294267237186,-0.010302942246198654,-9.71265697479248,0.0005177668645046651,-0.00026620179414749146,0.001327713020145893,,
1772247418.5804808,2026-02-28T02:56:58.580481,47.3979711,8.5461641,0.30900001525878906,-0.01600000075995922,-0.00046290294267237186,-0.010302942246198654,-9.71265697479248,0.0005177668645046651,-0.00026620179414749146,0.001327713020145893,,
1772247418.6814256,2026-02-28T02:56:58.681426,47.3979711,8.5461641,0.30900001525878906,-0.017000000923871994,-0.002585597103461623,0.003569619730114937,-9.715250968933105,-0.00021641662169713527,0.0004923022934235632,0.00020106640295125544,,
